id,text_,rating
3570,This is an amazing monitor that runs smoothly and can support any gaming system with hdmi. The settings allow for multiple environments such as low light or theatre mode. It's super simple to assemble. Youtube has many great reviews you can check out. 5 Star recommended,5
3571,It's sometimes a little finicky and some devices will not connect but for the most part when it's works it's great.,3
3572,"It's an okay budget monitor.<br /><br />The brightness is fine. The color reproduction is okay. It's not that sharp for being a FHD screen.<br /><br />If I had the money I would have definitely spend double for a more reputable brand, but for the price I can't complain. I knew what to expect for the price.<br /><br />If you're on a budget then this monitor will be fine. It'll get things done and look pretty good in doing so. If you're trying to find a deal then this definitely isn't. Stick with the big brands over this if you have the money.",2
3573,"I have had this Monitor for a solid 2 months and I love it! There weren't any dead pixels on arrival it was also easy to set up. Once you experience 144hz refresh rate you can't go back to 60hz. It also comes included with a display port cable so you can utilize the 144hz refresh rate. The only con I would give is that on a rare occasion the monitor wouldn't recognize the display port cord that was plugged in. If this occurred you have to turn off and back on the power switch on the back of the monitor. The only time this happened is when I wake up my computer after a long period of time. This minor inconvenience has only happened twice since I've had the monitor and is not a reason not to get this monitor. All in all, I love this product and for the price, you simply can't beat it!",5
3574,"The size is nice, the picture is nice, but we absolutely could not get it to seat into the stand properly. Rather than return it (we live very rurally and getting anywhere to send it back would be a pita) I'm just dealing with having it precariously balanced on the stand instead of actually seated completely in.<br /><br />One good thing is that this monitor actually comes with a VGA to DVI adapter so if you should need one, one is already provided.",3
3575,Excellent,5
3576,I’m not a tech-nerd so take this for what it’s worth. I have been working from a small laptop computer for the past 20 years. I was always working remote. I now have a job with an office and desk and someone suggested I get a screen to help me view and manage all my projects better. I didn’t want to spend an arm and leg so this one seemed fine. It’s done exactly what it needed to. It was easy to assemble and easy to connect to my computer. The screen is clear. This seems to be a great value for the money. I do enjoy seeing my work on a larger screen. I am pleased.,5
3577,When I needed to get a second monitor for a company laptop unexpectedly.  I had discovered this portable monitor.  It meets my exact needs.,5
3578,"To keep it simple...<br />The good:<br />Good picture,  decent size,<br /><br />The bad:<br />It froze on me once, price was steep in my opinion compared to other screens out there.<br /><br />Overall I think it looks good and it performs well.  This will monitor will be super when a new one comes out and the price for this one drops.",5
3579,"I am very satisfied with this product. I am working from home with a MacBook and the ability to use this as a portable display allows for me to move freely and switch up my desk whenever I want. It is easy to use, set up, and very portable which is what I was looking for. The company is very responsible if you have questions!",5
3580,"this monitor is great I am using two in a dual monitor setup. I only have to complaints. First the stands are kinda cheap. They are a little too light, it would be nice if they were heavier so the monitors were a little more stable. Second the first one I got had a dead pixel. I flicked the screen a couple times and ran a pixel stress test on it and it went away. Its been a couple months and it hasn't been acting up.",4
3581,cheeerrrrrrryyy,5
3582,My husband loves it,5
3583,"Nice display with crisp graphics, and VGA, DVI and HDMI inputs. It's very thin and easy to set up. There are no built in speakers, which is fine for me. But I was a little disappointed by the lack of VESA mounting connection in the back. I can't mount the monitor to the wall or stands that support VESA mounts.",4
3584,I love how lightweight and easy this is to use. You literally just plug it in to your laptop and it’s ready to go! Highly recommend!,5
3585,Very flimsy…base wobbles. It does not feel secure and I worry it will break or tip.,1
3586,"4 stars cause 75hz but 4 stars cause of the price for this, cant beat it any where else for this price. I use it as a second screen and i love it",4
